timestamp,target,x,y
1751063935.266092,eyes_left,339,151
1751063935.3017445,eyes_left,339,151
1751063935.3202846,eyes_left,339,151
1751063935.3639748,eyes_left,339,151
1751063935.385045,eyes_left,339,151
1751063935.4361851,eyes_left,339,150
1751063935.4645283,eyes_left,339,150
1751063935.505822,eyes_left,339,150
1751063935.5218556,eyes_left,339,150
1751063935.5419023,eyes_left,339,150
1751063935.5723393,eyes_left,339,151
1751063935.6394584,eyes_left,338,151
1751063935.6675622,eyes_left,338,151
1751063935.7035391,eyes_left,336,151
1751063935.7268455,eyes_left,336,151
1751063935.7643366,eyes_left,334,151
1751063935.7838662,eyes_left,333,151
1751063935.8325014,eyes_left,329,150
1751063935.8633668,eyes_left,329,150
1751063935.8833802,eyes_left,329,150
1751063935.907435,eyes_left,325,150
1751063935.9297657,eyes_left,325,150
1751063935.9719574,eyes_left,321,150
1751063936.042627,eyes_left,318,151
1751063936.065311,eyes_left,318,151
1751063936.1022716,eyes_left,315,151
1751063936.1251595,eyes_left,315,151
1751063936.1644616,eyes_left,313,150
1751063936.183783,eyes_left,313,150
1751063936.2316337,eyes_left,312,150
1751063936.2560234,eyes_left,312,150
1751063936.2798483,eyes_left,312,150
1751063936.3160727,eyes_left,312,151
1751063936.3398645,eyes_left,312,150
1751063936.3776,eyes_left,313,150
1751063936.4399917,eyes_left,315,149
1751063936.4746034,eyes_left,315,150
1751063936.5056016,eyes_left,318,150
1751063936.5278914,eyes_left,317,149
1751063936.5617034,eyes_left,321,149
1751063936.583644,eyes_left,321,149
1751063936.6446638,eyes_left,325,148
1751063936.6653156,eyes_left,325,148
1751063936.686546,eyes_left,325,149
1751063936.7095656,eyes_left,329,148
1751063936.7296553,eyes_left,329,149
1751063936.7720969,eyes_left,333,146
1751063936.8466206,eyes_left,337,147
1751063936.8743584,eyes_left,337,147
1751063936.9049737,eyes_left,339,147
1751063936.9310284,eyes_left,339,147
1751063936.9668791,eyes_left,343,148
1751063936.9883015,eyes_left,343,148
1751063937.00482,eyes_left,343,148
1751063937.0419495,eyes_left,347,149
1751063937.0659397,eyes_left,347,149
1751063937.1090486,eyes_left,350,150
1751063937.1260834,eyes_left,350,150
1751063937.1716592,eyes_left,351,152
1751063937.2412474,eyes_left,352,151
1751063937.2634363,eyes_left,352,151
1751063937.3037827,eyes_left,352,150
1751064153.1952958,eyes_left,358,135
1751064153.2735817,eyes_left,358,136
1751064153.2962556,eyes_left,358,136
1751064153.3219407,eyes_left,358,136
1751064153.3475466,eyes_left,358,136
1751064153.400998,eyes_left,358,136
1751064153.4468715,eyes_left,358,136
1751064153.4816713,eyes_left,358,136
1751064153.5092485,eyes_left,358,136
1751064153.5317576,eyes_left,358,136
1751064153.561241,eyes_left,358,136
1751064153.6034038,eyes_left,359,136
1751064153.6416478,eyes_left,359,136
1751064153.6797903,eyes_left,359,136
1751064153.706349,eyes_left,359,136
1751064153.7294402,eyes_left,359,136
1751064153.7570148,eyes_left,359,136
1751064153.801538,eyes_left,359,136
1751064153.8306012,eyes_left,359,136
1751064153.8574371,eyes_left,359,136
1751064153.8777416,eyes_left,359,136
1751064153.920964,eyes_left,359,136
1751064153.9504285,eyes_left,359,136
1751064153.9855995,eyes_left,359,136
1751064154.007875,eyes_left,359,136
1751064154.0651345,eyes_left,359,136
1751064154.089743,eyes_left,359,136
1751064154.1300426,eyes_left,359,136
1751064154.166936,eyes_left,359,136
1751064154.1920133,eyes_left,359,136
1751064154.2234144,eyes_left,359,136
1751064154.2551808,eyes_left,360,136
1751064154.2773044,eyes_left,360,136
1751064154.3224988,eyes_left,360,136
1751064154.3582528,eyes_left,360,136
1751064154.3897457,eyes_left,360,136
1751064154.417134,eyes_left,360,136
1751064154.4741147,eyes_left,360,136
1751064154.5022566,eyes_left,360,136
1751064154.5433939,eyes_left,360,136
1751064154.5790133,eyes_left,360,136
1751064154.6157193,eyes_left,360,136
1751064154.6531684,eyes_left,360,136
1751064154.6792483,eyes_left,361,136
1751064154.708207,eyes_left,361,136
1751064154.7430809,eyes_left,360,136
1751064154.7762182,eyes_left,360,136
1751064154.8105047,eyes_left,360,136
1751064154.845382,eyes_left,360,137
1751064154.8831108,eyes_left,360,136
1751064154.9154844,eyes_left,360,136
1751064154.940414,eyes_left,360,135
1751064154.975904,eyes_left,360,136
1751064155.005854,eyes_left,362,134
1751064155.0333536,eyes_left,362,134
1751064155.0598056,eyes_left,362,134
1751064155.0918841,eyes_left,361,134
1751064155.1241682,eyes_left,361,134
1751064155.1507638,eyes_left,361,134
1751064155.1763868,eyes_left,361,134
1751064155.1977139,eyes_left,361,134
1751064155.259193,eyes_left,361,134
1751064155.2781641,eyes_left,360,135
1751064155.3241184,eyes_left,360,134
1751064155.343152,eyes_left,360,134
1751064155.4121792,eyes_left,360,134
1751064155.4351027,eyes_left,360,134
1751064155.4567785,eyes_left,360,134
1751064155.4770358,eyes_left,360,134
1751064155.4963262,eyes_left,360,134
1751064155.5351524,eyes_left,360,134
1751064155.557201,eyes_left,360,134
1751064155.6181722,eyes_left,360,134
1751064155.644245,eyes_left,360,134
1751064155.6720974,eyes_left,360,134
1751064155.6914678,eyes_left,360,134
1751064155.7415853,eyes_left,358,136
1751064155.7611957,eyes_left,358,137
1751064155.8193095,eyes_left,359,142
1751064155.8398302,eyes_left,358,142
1751064155.8837469,eyes_left,358,138
1751064155.9055638,eyes_left,358,138
1751064155.9482563,eyes_left,359,137
1751064155.9673624,eyes_left,359,137
1751064156.0281963,eyes_left,359,136
1751064156.0498571,eyes_left,359,136
1751064156.097417,eyes_left,359,136
1751064156.1187563,eyes_left,359,136
1751064156.159908,eyes_left,359,136
1751064156.1793087,eyes_left,359,136
1751064156.2335737,eyes_left,359,136
1751064156.2558246,eyes_left,359,136
1751064156.2726076,eyes_left,359,136
1751064156.297559,eyes_left,360,136
1751064156.3152878,eyes_left,360,136
1751064156.3638394,eyes_left,365,135
1751064156.3841174,eyes_left,365,135
1751064156.4457908,eyes_left,371,135
1751064156.4669313,eyes_left,371,135
1751064156.509214,eyes_left,380,134
1751064156.5282218,eyes_left,381,135
1751064156.5758324,eyes_left,387,133
1751064156.598593,eyes_left,387,133
1751064156.6566405,eyes_left,387,134
1751064156.6811917,eyes_left,387,134
1751064156.7153323,eyes_left,389,135
1751064156.7341888,eyes_left,389,135
1751064156.7913842,eyes_left,389,135
1751064156.8232512,eyes_left,389,135
1751064156.8543184,eyes_left,389,134
1751064156.873339,eyes_left,389,134
1751064156.9243546,eyes_left,390,134
1751064156.9471357,eyes_left,390,134
1751064156.9892108,eyes_left,391,134
1751064157.0075476,eyes_left,391,134
1751064157.0518324,eyes_left,393,135
1751064157.0724072,eyes_left,393,134
1751064157.1181195,eyes_left,394,134
1751064157.1412847,eyes_left,394,134
1751064157.184656,eyes_left,398,133
1751064157.2051237,eyes_left,397,133
1751064157.257348,eyes_left,404,132
1751064157.276409,eyes_left,404,132
1751064157.3303099,eyes_left,405,132
1751064157.3554227,eyes_left,405,131
1751064157.392276,eyes_left,406,131
1751064157.4144115,eyes_left,406,131
1751064157.4503565,eyes_left,405,132
1751064157.4722898,eyes_left,405,132
1751064157.5141811,eyes_left,404,131
1751064157.5339384,eyes_left,405,132
1751064157.591467,eyes_left,404,131
1751064157.615361,eyes_left,404,131
1751064157.6604857,eyes_left,403,131
1751064157.679429,eyes_left,403,130
1751064157.726801,eyes_left,403,131
1751064157.7476063,eyes_left,403,131
1751064157.800046,eyes_left,404,130
1751064157.822588,eyes_left,404,130
1751064157.8490446,eyes_left,404,129
1751064157.8657494,eyes_left,404,128
1751064157.9144714,eyes_left,405,129
1751064157.9403813,eyes_left,404,128
1751064157.9918628,eyes_left,404,128
1751064158.0315123,eyes_left,405,129
1751064158.0714078,eyes_left,405,128
1751064158.1034153,eyes_left,405,128
1751064158.1294134,eyes_left,404,128
1751064158.1642268,eyes_left,404,128
1751064158.1995015,eyes_left,404,128
1751064158.2402668,eyes_left,404,128
1751064158.2688787,eyes_left,404,128
1751064158.3072107,eyes_left,404,128
1751064158.3354273,eyes_left,404,128
1751064158.3634899,eyes_left,404,128
1751064158.3933387,eyes_left,404,128
1751064158.421934,eyes_left,403,127
1751064158.4583392,eyes_left,400,126
1751064158.4764094,eyes_left,400,127
1751064158.5183644,eyes_left,400,125
1751064158.540788,eyes_left,400,125
1751064158.596047,eyes_left,401,123
1751064158.6247516,eyes_left,401,123
1751064158.6513362,eyes_left,402,118
1751064158.6743338,eyes_left,401,118
1751064158.7200913,eyes_left,402,113
1751064158.7445545,eyes_left,403,113
1751064158.7610846,eyes_left,403,113
1751064158.7962325,eyes_left,404,111
1751064158.8624368,eyes_left,406,109
1751064158.8847752,eyes_left,406,109
1751064158.927506,eyes_left,408,108
1751064158.951536,eyes_left,408,108
1751064158.9918773,eyes_left,410,107
1751064159.0147064,eyes_left,410,107
1751064159.0589123,eyes_left,411,108
1751064159.0836143,eyes_left,411,108
1751064159.1357696,eyes_left,413,109
1751064159.1606264,eyes_left,413,108
1751064159.189363,eyes_left,413,108
1751064159.2092907,eyes_left,413,109
1751064159.2610528,eyes_left,414,109
1751064159.280166,eyes_left,414,109
1751064159.3202944,eyes_left,413,109
1751064159.3433318,eyes_left,414,108
1751064159.3965297,eyes_left,413,109
1751064159.4181182,eyes_left,413,109
1751064159.4521203,eyes_left,412,109
1751064159.4717097,eyes_left,412,109
1751064159.491005,eyes_left,412,109
1751064159.5319724,eyes_left,409,109
1751064159.5504668,eyes_left,409,108
1751064159.5986297,eyes_left,405,109
1751064159.6622322,eyes_left,393,111
1751064159.6793091,eyes_left,393,111
1751064159.7266865,eyes_left,375,113
1751064159.748957,eyes_left,375,113
1751064159.795591,eyes_left,363,114
1751064159.82434,eyes_left,363,114
1751064159.8568711,eyes_left,353,115
1751064159.8763223,eyes_left,353,115
1751064159.8968549,eyes_left,353,115
1751064159.9381242,eyes_left,344,116
1751064159.9596171,eyes_left,344,116
1751064159.9995635,eyes_left,336,117
1751064160.0622883,eyes_left,330,118
1751064160.0847325,eyes_left,330,118
1751064160.1257184,eyes_left,325,119
1751064160.1466103,eyes_left,325,119
1751064160.191553,eyes_left,319,120
1751064160.213583,eyes_left,320,121
1751064160.267938,eyes_left,316,121
1751064160.2889585,eyes_left,316,121
1751064160.311028,eyes_left,316,121
1751064160.3306048,eyes_left,312,121
1751064160.3477979,eyes_left,312,121
1751064160.4003048,eyes_left,310,123
1751064160.463545,eyes_left,307,121
1751064160.4812787,eyes_left,307,121
1751064160.5232868,eyes_left,305,117
1751064160.544046,eyes_left,305,118
1751064160.5924966,eyes_left,305,117
1751064160.6125252,eyes_left,305,117
1751064160.6304119,eyes_left,305,117
1751064160.6644578,eyes_left,305,117
1751064160.681647,eyes_left,305,117
1751064160.7354147,eyes_left,306,116
1751064160.7546146,eyes_left,306,117
1751064160.7996526,eyes_left,307,116
1751064160.8594055,eyes_left,307,116
1751064160.8782551,eyes_left,307,116
1751064160.9245598,eyes_left,308,116
1751064160.9437351,eyes_left,308,116
1751064160.9951196,eyes_left,308,116
1751064161.0151548,eyes_left,309,116
1751064161.0355442,eyes_left,309,116
1751064161.066579,eyes_left,308,116
1751064161.081756,eyes_left,309,116
1751064161.1315277,eyes_left,309,116
1751064161.150544,eyes_left,308,116
1751064161.1956875,eyes_left,309,116
1751064161.2598019,eyes_left,309,116
1751064161.282057,eyes_left,309,116
1751064161.323717,eyes_left,309,116
1751064161.344218,eyes_left,309,116
1751064161.364918,eyes_left,309,116
1751064161.40329,eyes_left,309,116
1751064161.426925,eyes_left,309,116
1751064161.468505,eyes_left,309,116
1751064161.4965084,eyes_left,309,116
1751064161.5358286,eyes_left,309,116
1751064161.5603948,eyes_left,309,116
1751064161.5945404,eyes_left,309,117
1751064161.6608531,eyes_left,310,118
1751064161.6821418,eyes_left,309,118
1751064161.7295232,eyes_left,315,120
1751064161.7565498,eyes_left,315,121
1751064161.7841551,eyes_left,314,121
1751064161.8110957,eyes_left,316,122
1751064161.8296475,eyes_left,316,123
1751064161.8665876,eyes_left,318,122
1751064161.883623,eyes_left,318,122
1751064161.9412036,eyes_left,322,121
1751064161.9662945,eyes_left,322,122
1751064161.9963257,eyes_left,326,122
1751064162.0597472,eyes_left,329,123
1751064162.0767844,eyes_left,329,123
1751064162.126096,eyes_left,332,124
1751064162.1485093,eyes_left,332,124
1751064162.1656065,eyes_left,332,124
1751064162.205907,eyes_left,335,125
1751064162.22747,eyes_left,335,125
1751064162.2682714,eyes_left,338,127
1751064162.2906587,eyes_left,337,127
1751064162.335842,eyes_left,341,131
1751064162.3553455,eyes_left,341,131
1751064162.3982584,eyes_left,343,135
1751064162.46347,eyes_left,345,141
1751064162.4850085,eyes_left,345,142
1751064162.5056388,eyes_left,345,141
1751064162.5385873,eyes_left,346,148
1751064162.5691583,eyes_left,346,148
1751064162.6077056,eyes_left,346,153
1751064162.6302474,eyes_left,346,153
1751064162.6658297,eyes_left,346,154
1751064162.682343,eyes_left,346,155
1751064162.7325463,eyes_left,347,154
1751064162.753601,eyes_left,347,154
1751064162.7972147,eyes_left,346,154
1751064162.8614864,eyes_left,348,149
1751064162.8814044,eyes_left,348,149
1751064162.9042938,eyes_left,348,149
1751064162.949872,eyes_left,348,147
1751064162.9764283,eyes_left,348,147
1751064163.006027,eyes_left,348,147
1751064163.026571,eyes_left,348,146
1751064163.0693655,eyes_left,349,147
1751064163.0909066,eyes_left,349,147
1751064163.1331854,eyes_left,349,147
1751064163.1517575,eyes_left,349,147
1751064163.1973193,eyes_left,349,146
1751064163.2755291,eyes_left,350,146
1751064163.2965786,eyes_left,350,147
1751064163.3209321,eyes_left,350,147
1751064163.3444846,eyes_left,350,147
1751064163.3635287,eyes_left,350,147
1751064163.4012136,eyes_left,350,147
1751064163.423382,eyes_left,350,147
1751064163.464753,eyes_left,350,146
1751064163.4813116,eyes_left,350,146
1751064163.535847,eyes_left,349,144
1751064163.5620158,eyes_left,349,144
1751064163.5964465,eyes_left,349,145
1751064163.6164877,eyes_left,349,145
1751064163.6735704,eyes_left,349,144
1751064163.6977544,eyes_left,350,144
1751064163.743638,eyes_left,350,142
1751064163.7646842,eyes_left,350,143
1751064163.8036726,eyes_left,349,142
1751064163.825605,eyes_left,350,142
1751064163.8691401,eyes_left,350,142
1751064163.8951712,eyes_left,350,143
1751064163.9341538,eyes_left,351,142
1751064163.9535985,eyes_left,351,143
1751064163.996293,eyes_left,351,142
1751064164.017353,eyes_left,351,142
1751064164.0835342,eyes_left,353,142
1751064164.1211593,eyes_left,353,142
1751064164.1495004,eyes_left,355,142
1751064164.1715646,eyes_left,356,142
1751064164.2082326,eyes_left,360,141
1751064164.2333379,eyes_left,360,141
1751064164.2681475,eyes_left,369,137
1751064164.2940423,eyes_left,369,136
1751064164.3435478,eyes_left,380,132
1751064164.378481,eyes_left,381,132
1751064164.4142509,eyes_left,388,130
1751064164.4332635,eyes_left,387,130
1751064164.4773593,eyes_left,394,129
1751064164.503238,eyes_left,394,128
1751064164.5431828,eyes_left,397,127
1751064164.5637908,eyes_left,396,127
1751064164.605996,eyes_left,399,125
1751064164.6290634,eyes_left,398,125
1751064164.6791866,eyes_left,400,124
1751064164.7203233,eyes_left,400,124
1751064164.7520714,eyes_left,401,123
1751064164.7808843,eyes_left,401,124
1751064164.8210578,eyes_left,403,122
1751064164.8436437,eyes_left,403,122
1751064164.8742552,eyes_left,404,121
1751064164.899604,eyes_left,404,121
1751064164.9460206,eyes_left,405,121
1751064164.9800348,eyes_left,405,121
1751064165.0135145,eyes_left,407,120
1751064165.0340595,eyes_left,407,120
1751064165.0707417,eyes_left,408,120
1751064165.0907881,eyes_left,408,120
1751064165.133483,eyes_left,409,119
1751064165.1533177,eyes_left,409,119
1751064165.2155602,eyes_left,409,119
1751064165.2391136,eyes_left,409,119
1751064165.2805452,eyes_left,409,119
1751064165.3101559,eyes_left,409,119
1751064165.3433306,eyes_left,409,120
1751064165.3651438,eyes_left,409,119
1751064165.418865,eyes_left,409,120
1751064165.445874,eyes_left,409,120
1751064165.4674957,eyes_left,409,119
1751064165.4904408,eyes_left,408,120
1751064165.5576408,eyes_left,408,120
1751064165.5960584,eyes_left,408,120
1751064165.640594,eyes_left,407,120
1751064165.6681838,eyes_left,407,120
1751064165.6933591,eyes_left,407,120
1751064165.7165353,eyes_left,407,120
1751064165.7448425,eyes_left,407,120
1751064165.771331,eyes_left,407,120
1751064165.8016427,eyes_left,406,125
1751064165.8252041,eyes_left,406,125
1751064165.868486,eyes_left,397,130
1751064165.897496,eyes_left,398,130
1751064165.949155,eyes_left,386,129
1751064165.9747567,eyes_left,388,128
1751064166.0234032,eyes_left,382,127
1751064166.0520556,eyes_left,382,126
1751064166.0791795,eyes_left,376,125
1751064166.1036139,eyes_left,376,125
1751064166.1408694,eyes_left,371,125
1751064166.1635425,eyes_left,370,125
1751064166.2066727,eyes_left,364,126
1751064166.2277076,eyes_left,364,125
1751064166.2723393,eyes_left,358,124
1751064166.3080413,eyes_left,358,124
1751064166.3554654,eyes_left,353,124
1751064166.3813648,eyes_left,353,124
1751064166.4109948,eyes_left,350,125
1751064166.4338152,eyes_left,351,125
1751064166.4734802,eyes_left,347,124
1751064166.5011399,eyes_left,346,124
1751064166.5452862,eyes_left,343,124
1751064166.582054,eyes_left,343,124
1751064166.6248991,eyes_left,336,120
1751064166.6570113,eyes_left,336,120
1751064166.6846366,eyes_left,333,118
1751064166.707116,eyes_left,333,118
1751064166.7465358,eyes_left,329,118
1751064166.7744424,eyes_left,330,118
1751064166.8253562,eyes_left,327,119
1751064166.8682587,eyes_left,328,120
1751064166.8975768,eyes_left,325,125
1751064166.9306176,eyes_left,326,125
1751064166.9600873,eyes_left,325,127
1751064166.9905183,eyes_left,325,127
1751064167.0139754,eyes_left,324,128
1751064167.043231,eyes_left,324,128
1751064167.0918624,eyes_left,323,128
1751064167.1344726,eyes_left,324,128
1751064167.1748257,eyes_left,324,128
1751064167.2082553,eyes_left,324,128
1751064167.228639,eyes_left,324,128
1751064167.2533195,eyes_left,324,128
1751064167.2761555,eyes_left,325,129
1751064167.3024404,eyes_left,325,129
1751064167.3451774,eyes_left,326,129
1751064167.3743699,eyes_left,326,129
1751064167.4280763,eyes_left,327,129
1751064167.4657106,eyes_left,327,129
1751064167.4914293,eyes_left,329,128
1751064167.5207376,eyes_left,329,128
1751064167.5508718,eyes_left,329,128
1751064167.5820992,eyes_left,329,129
1751064167.6223326,eyes_left,329,129
1751064167.6486144,eyes_left,329,129
1751064167.6778686,eyes_left,329,129
1751064167.7069075,eyes_left,329,129
1751064167.74323,eyes_left,330,131
1751064167.769684,eyes_left,330,130
1751064167.8302526,eyes_left,331,132
1751064167.862238,eyes_left,331,132
1751064167.8831658,eyes_left,332,131
1751064167.9101365,eyes_left,332,131
1751064167.9505663,eyes_left,333,131
1751064167.982184,eyes_left,333,131
1751064168.0235288,eyes_left,334,132
1751064168.0496483,eyes_left,334,132
1751064168.0737083,eyes_left,336,133
1751064168.1012113,eyes_left,335,133
1751064168.1496627,eyes_left,337,134
1751064168.1945095,eyes_left,336,134
1751064168.2275298,eyes_left,337,136
1751064168.2495608,eyes_left,337,136
1751064168.29188,eyes_left,338,136
1751064168.3370788,eyes_left,338,136
1751064168.3657045,eyes_left,340,137
1751064168.3962426,eyes_left,340,136
1751064168.4186492,eyes_left,342,138
1751064168.4414816,eyes_left,342,138
1751064168.4752815,eyes_left,343,141
1751064168.5077322,eyes_left,343,141
1751064168.5569053,eyes_left,344,143
1751064168.5779583,eyes_left,344,143
1751064168.6308646,eyes_left,345,144
1751064168.6717513,eyes_left,345,144
1751064168.6965349,eyes_left,346,145
1751064168.7301478,eyes_left,346,145
1751064168.7587373,eyes_left,347,146
1751064168.799291,eyes_left,347,146
1751064168.8383877,eyes_left,348,146
1751064168.8679721,eyes_left,348,146
1751064168.8926566,eyes_left,349,146
1751064168.9120302,eyes_left,349,146
1751064168.956507,eyes_left,351,146
1751064168.9790616,eyes_left,351,146
1751064169.002546,eyes_left,351,146
1751064169.0470097,eyes_left,351,147
1751064169.0800385,eyes_left,351,147
1751064169.1160967,eyes_left,352,147
1751064169.1534188,eyes_left,352,147
1751064169.1900342,eyes_left,353,148
1751064169.2260838,eyes_left,352,148
1751064169.2550774,eyes_left,353,149
1751064169.2764661,eyes_left,353,149
1751064169.313449,eyes_left,354,150
1751064169.3535593,eyes_left,353,149
1751064169.3967633,eyes_left,354,149
1751064169.437417,eyes_left,354,149
1751064169.477251,eyes_left,355,149
1751064169.5207703,eyes_left,354,149
1751064169.5513759,eyes_left,355,149
1751064169.5833468,eyes_left,355,149
1751064169.607002,eyes_left,355,150
1751064169.6313295,eyes_left,355,150
1751064169.6643012,eyes_left,355,150
1751064169.6862166,eyes_left,355,149
1751064169.7223065,eyes_left,352,154
1751064169.7407174,eyes_left,352,153
1751064169.8017898,eyes_left,356,150
1751064169.8248832,eyes_left,356,150
1751064169.8439186,eyes_left,356,150
1751064169.8741903,eyes_left,356,148
1751064169.8966758,eyes_left,356,148
1751064169.9305954,eyes_left,356,147
1751064169.9503093,eyes_left,356,147
1751064170.014571,eyes_left,357,146
1751064170.0324726,eyes_left,357,146
1751064170.0772064,eyes_left,357,146
1751064170.1006534,eyes_left,357,146
1751064170.1374085,eyes_left,357,145
1751064170.1562293,eyes_left,357,145
1751064170.2193491,eyes_left,358,145
